State,City,Department,L1_Role,L1_Email,L2_Role,L2_Email,L3_Role,L3_Email
Tripura,Dharmanagar,revenue,Junior Engineer - Revenue,je.revenue.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Revenue,secy.revenue@tripura.gov.in
Tripura,Udaipur,sanitation,Junior Engineer - Sanitation,je.sanitation.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Sanitation,secy.sanitation@tripura.gov.in
Tripura,Udaipur,water,Junior Engineer - Water,je.water.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Water,secy.water@tripura.gov.in
Tripura,Udaipur,pwd,Junior Engineer - PWD,je.pwd.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - PWD,secy.pwd@tripura.gov.in
Tripura,Udaipur,electricity,Junior Engineer - Electricity,je.electricity.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Electricity,secy.electricity@tripura.gov.in
Tripura,Udaipur,encroachment,Junior Engineer - Encroachment,je.encroachment.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Encroachment,secy.encroachment@tripura.gov.in
Tripura,Udaipur,horticulture,Junior Engineer - Horticulture,je.horticulture.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Horticulture,secy.horticulture@tripura.gov.in
Tripura,Udaipur,health,Junior Engineer - Health,je.health.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Health,secy.health@tripura.gov.in
Tripura,Udaipur,revenue,Junior Engineer - Revenue,je.revenue.udaipur@tripura.gov.in,Municipal Commissioner,commissioner.udaipur@tripura.gov.in,Principal Secretary - Revenue,secy.revenue@tripura.gov.in
Uttar Pradesh,Kanpur,sanitation,Junior Engineer - Sanitation,je.sanitation.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,water,Junior Engineer - Water,je.water.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Water,secy.water@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,pwd,Junior Engineer - PWD,je.pwd.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - PWD,secy.pwd@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,electricity,Junior Engineer - Electricity,je.electricity.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Electricity,secy.electricity@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,encroachment,Junior Engineer - Encroachment,je.encroachment.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,horticulture,Junior Engineer - Horticulture,je.horticulture.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,health,Junior Engineer - Health,je.health.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Health,secy.health@uttarpradesh.gov.in
Uttar Pradesh,Kanpur,revenue,Junior Engineer - Revenue,je.revenue.kanpur@uttarpradesh.gov.in,Municipal Commissioner,commissioner.kanpur@uttarpradesh.gov.in,Principal Secretary - Revenue,secy.revenue@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,sanitation,Junior Engineer - Sanitation,je.sanitation.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,water,Junior Engineer - Water,je.water.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Water,secy.water@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,pwd,Junior Engineer - PWD,je.pwd.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - PWD,secy.pwd@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,electricity,Junior Engineer - Electricity,je.electricity.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Electricity,secy.electricity@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,encroachment,Junior Engineer - Encroachment,je.encroachment.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,horticulture,Junior Engineer - Horticulture,je.horticulture.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,health,Junior Engineer - Health,je.health.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Health,secy.health@uttarpradesh.gov.in
Uttar Pradesh,Lucknow,revenue,Junior Engineer - Revenue,je.revenue.lucknow@uttarpradesh.gov.in,Municipal Commissioner,commissioner.lucknow@uttarpradesh.gov.in,Principal Secretary - Revenue,secy.revenue@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,sanitation,Junior Engineer - Sanitation,je.sanitation.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,water,Junior Engineer - Water,je.water.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Water,secy.water@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,pwd,Junior Engineer - PWD,je.pwd.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - PWD,secy.pwd@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,electricity,Junior Engineer - Electricity,je.electricity.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Electricity,secy.electricity@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,encroachment,Junior Engineer - Encroachment,je.encroachment.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,horticulture,Junior Engineer - Horticulture,je.horticulture.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,health,Junior Engineer - Health,je.health.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Health,secy.health@uttarpradesh.gov.in
Uttar Pradesh,Varanasi,revenue,Junior Engineer - Revenue,je.revenue.varanasi@uttarpradesh.gov.in,Municipal Commissioner,commissioner.varanasi@uttarpradesh.gov.in,Principal Secretary - Revenue,secy.revenue@uttarpradesh.gov.in
Uttarakhand,Dehradun,sanitation,Junior Engineer - Sanitation,je.sanitation.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarakhand.gov.in
Uttarakhand,Dehradun,water,Junior Engineer - Water,je.water.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Water,secy.water@uttarakhand.gov.in
Uttarakhand,Dehradun,pwd,Junior Engineer - PWD,je.pwd.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - PWD,secy.pwd@uttarakhand.gov.in
Uttarakhand,Dehradun,electricity,Junior Engineer - Electricity,je.electricity.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Electricity,secy.electricity@uttarakhand.gov.in
Uttarakhand,Dehradun,encroachment,Junior Engineer - Encroachment,je.encroachment.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarakhand.gov.in
Uttarakhand,Dehradun,horticulture,Junior Engineer - Horticulture,je.horticulture.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarakhand.gov.in
Uttarakhand,Dehradun,health,Junior Engineer - Health,je.health.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Health,secy.health@uttarakhand.gov.in
Uttarakhand,Dehradun,revenue,Junior Engineer - Revenue,je.revenue.dehradun@uttarakhand.gov.in,Municipal Commissioner,commissioner.dehradun@uttarakhand.gov.in,Principal Secretary - Revenue,secy.revenue@uttarakhand.gov.in
Uttarakhand,Haldwani,sanitation,Junior Engineer - Sanitation,je.sanitation.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarakhand.gov.in
Uttarakhand,Haldwani,water,Junior Engineer - Water,je.water.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Water,secy.water@uttarakhand.gov.in
Uttarakhand,Haldwani,pwd,Junior Engineer - PWD,je.pwd.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - PWD,secy.pwd@uttarakhand.gov.in
Uttarakhand,Haldwani,electricity,Junior Engineer - Electricity,je.electricity.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Electricity,secy.electricity@uttarakhand.gov.in
Uttarakhand,Haldwani,encroachment,Junior Engineer - Encroachment,je.encroachment.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarakhand.gov.in
Uttarakhand,Haldwani,horticulture,Junior Engineer - Horticulture,je.horticulture.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarakhand.gov.in
Uttarakhand,Haldwani,health,Junior Engineer - Health,je.health.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Health,secy.health@uttarakhand.gov.in
Uttarakhand,Haldwani,revenue,Junior Engineer - Revenue,je.revenue.haldwani@uttarakhand.gov.in,Municipal Commissioner,commissioner.haldwani@uttarakhand.gov.in,Principal Secretary - Revenue,secy.revenue@uttarakhand.gov.in
Uttarakhand,Haridwar,sanitation,Junior Engineer - Sanitation,je.sanitation.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Sanitation,secy.sanitation@uttarakhand.gov.in
Uttarakhand,Haridwar,water,Junior Engineer - Water,je.water.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Water,secy.water@uttarakhand.gov.in
Uttarakhand,Haridwar,pwd,Junior Engineer - PWD,je.pwd.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - PWD,secy.pwd@uttarakhand.gov.in
Uttarakhand,Haridwar,electricity,Junior Engineer - Electricity,je.electricity.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Electricity,secy.electricity@uttarakhand.gov.in
Uttarakhand,Haridwar,encroachment,Junior Engineer - Encroachment,je.encroachment.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Encroachment,secy.encroachment@uttarakhand.gov.in
Uttarakhand,Haridwar,horticulture,Junior Engineer - Horticulture,je.horticulture.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Horticulture,secy.horticulture@uttarakhand.gov.in
Uttarakhand,Haridwar,health,Junior Engineer - Health,je.health.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Health,secy.health@uttarakhand.gov.in
Uttarakhand,Haridwar,revenue,Junior Engineer - Revenue,je.revenue.haridwar@uttarakhand.gov.in,Municipal Commissioner,commissioner.haridwar@uttarakhand.gov.in,Principal Secretary - Revenue,secy.revenue@uttarakhand.gov.in
West Bengal,Durgapur,sanitation,Junior Engineer - Sanitation,je.sanitation.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Sanitation,secy.sanitation@westbengal.gov.in
West Bengal,Durgapur,water,Junior Engineer - Water,je.water.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Water,secy.water@westbengal.gov.in
West Bengal,Durgapur,pwd,Junior Engineer - PWD,je.pwd.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - PWD,secy.pwd@westbengal.gov.in
West Bengal,Durgapur,electricity,Junior Engineer - Electricity,je.electricity.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Electricity,secy.electricity@westbengal.gov.in
West Bengal,Durgapur,encroachment,Junior Engineer - Encroachment,je.encroachment.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Encroachment,secy.encroachment@westbengal.gov.in
West Bengal,Durgapur,horticulture,Junior Engineer - Horticulture,je.horticulture.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Horticulture,secy.horticulture@westbengal.gov.in
West Bengal,Durgapur,health,Junior Engineer - Health,je.health.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Health,secy.health@westbengal.gov.in
West Bengal,Durgapur,revenue,Junior Engineer - Revenue,je.revenue.durgapur@westbengal.gov.in,Municipal Commissioner,commissioner.durgapur@westbengal.gov.in,Principal Secretary - Revenue,secy.revenue@westbengal.gov.in
West Bengal,Howrah,sanitation,Junior Engineer - Sanitation,je.sanitation.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Sanitation,secy.sanitation@westbengal.gov.in
West Bengal,Howrah,water,Junior Engineer - Water,je.water.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Water,secy.water@westbengal.gov.in
West Bengal,Howrah,pwd,Junior Engineer - PWD,je.pwd.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - PWD,secy.pwd@westbengal.gov.in
West Bengal,Howrah,electricity,Junior Engineer - Electricity,je.electricity.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Electricity,secy.electricity@westbengal.gov.in
West Bengal,Howrah,encroachment,Junior Engineer - Encroachment,je.encroachment.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Encroachment,secy.encroachment@westbengal.gov.in
West Bengal,Howrah,horticulture,Junior Engineer - Horticulture,je.horticulture.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Horticulture,secy.horticulture@westbengal.gov.in
West Bengal,Howrah,health,Junior Engineer - Health,je.health.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Health,secy.health@westbengal.gov.in
West Bengal,Howrah,revenue,Junior Engineer - Revenue,je.revenue.howrah@westbengal.gov.in,Municipal Commissioner,commissioner.howrah@westbengal.gov.in,Principal Secretary - Revenue,secy.revenue@westbengal.gov.in
West Bengal,Kolkata,sanitation,Junior Engineer - Sanitation,je.sanitation.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Sanitation,secy.sanitation@westbengal.gov.in
West Bengal,Kolkata,water,Junior Engineer - Water,je.water.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Water,secy.water@westbengal.gov.in
West Bengal,Kolkata,pwd,Junior Engineer - PWD,je.pwd.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - PWD,secy.pwd@westbengal.gov.in
West Bengal,Kolkata,electricity,Junior Engineer - Electricity,je.electricity.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Electricity,secy.electricity@westbengal.gov.in
West Bengal,Kolkata,encroachment,Junior Engineer - Encroachment,je.encroachment.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Encroachment,secy.encroachment@westbengal.gov.in
West Bengal,Kolkata,horticulture,Junior Engineer - Horticulture,je.horticulture.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Horticulture,secy.horticulture@westbengal.gov.in
West Bengal,Kolkata,health,Junior Engineer - Health,je.health.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Health,secy.health@westbengal.gov.in
West Bengal,Kolkata,revenue,Junior Engineer - Revenue,je.revenue.kolkata@westbengal.gov.in,Municipal Commissioner,commissioner.kolkata@westbengal.gov.in,Principal Secretary - Revenue,secy.revenue@westbengal.gov.in
